timestamps population node_ids
2571.618 v1 192
2583.73 v1 192
2604.868 v1 192
2615.601 v1 192
2628.536 v1 192
1478.782 v1 192
2644.07 v1 192
2678.861 v1 192
2695.203 v1 192
2720.597 v1 192
2733.078 v1 192
2745.505 v1 192
2760.702 v1 192
2776.132 v1 192
2783.916 v1 192
2790.481 v1 192
2798.722 v1 192
2814.558 v1 192
2853.511 v1 192
2866.946 v1 192
2655.141 v1 192
836.507 v1 193
1465.848 v1 192
1445.848 v1 192
2783.477 v1 191
2846.904 v1 191
2869.51 v1 191
2942.911 v1 191
2960.51 v1 191
2971.045 v1 191
2984.644 v1 191
2998.357 v1 191
61.555 v1 192
73.602 v1 192
86.761 v1 192
105.274 v1 192
140.764 v1 192
167.827 v1 192
233.785 v1 192
249.534 v1 192
266.48 v1 192
283.515 v1 192
335.137 v1 192
364.887 v1 192
497.925 v1 192
516.49 v1 192
527.278 v1 192
535.314 v1 192
543.295 v1 192
553.146 v1 192
564.637 v1 192
2771.913 v1 191
576.809 v1 192
2735.774 v1 191
2686.277 v1 191
1983.984 v1 191
1994.537 v1 191
2003.84 v1 191
2014.402 v1 191
2048.83 v1 191
2092.041 v1 191
2115.835 v1 191
2129.834 v1 191
2147.284 v1 191
2191.513 v1 191
2217.795 v1 191
2227.729 v1 191
2237.506 v1 191
2261.85 v1 191
2285.613 v1 191
2332.311 v1 191
2384.446 v1 191
2432.995 v1 191
2449.153 v1 191
2467.414 v1 191
2483.796 v1 191
2524.075 v1 191
2559.031 v1 191
2584.472 v1 191
2611.096 v1 191
2638.693 v1 191
2652.934 v1 191
2713.106 v1 191
588.846 v1 192
601.779 v1 192
613.568 v1 192
1072.766 v1 192
1083.327 v1 192
1092.801 v1 192
1103.022 v1 192
1114.625 v1 192
1128.957 v1 192
1153.843 v1 192
1168.079 v1 192
1178.289 v1 192
1190.792 v1 192
1207.5 v1 192
1217.125 v1 192
1226.238 v1 192
1234.23 v1 192
1242.723 v1 192
1254.353 v1 192
1275.473 v1 192
1289.229 v1 192
1312.041 v1 192
1339.981 v1 192
1362.359 v1 192
1374.882 v1 192
1384.022 v1 192
1395.476 v1 192
1413.937 v1 192
1425.582 v1 192
1437.334 v1 192
1061.603 v1 192
1049.378 v1 192
1031.683 v1 192
1005.197 v1 192
625.3 v1 192
632.755 v1 192
639.991 v1 192
648.607 v1 192
659.675 v1 192
671.638 v1 192
683.243 v1 192
696.222 v1 192
708.217 v1 192
715.743 v1 192
723.499 v1 192
734.633 v1 192
745.123 v1 192
1455.326 v1 192
759.332 v1 192
786.582 v1 192
822.965 v1 192
834.633 v1 192
845.394 v1 192
855.902 v1 192
867.772 v1 192
878.752 v1 192
892.519 v1 192
916.027 v1 192
958.09 v1 192
967.345 v1 192
976.277 v1 192
986.702 v1 192
772.604 v1 192
851.841 v1 193
868.07 v1 193
888.597 v1 193
1848.946 v1 194
1862.739 v1 194
1914.542 v1 194
1937.859 v1 194
1953.232 v1 194
1975.456 v1 194
1987.364 v1 194
2000.033 v1 194
2009.472 v1 194
2037.555 v1 194
2056.43 v1 194
2086.742 v1 194
2107.748 v1 194
2120.707 v1 194
2136.754 v1 194
2153.459 v1 194
2189.643 v1 194
2214.722 v1 194
2224.429 v1 194
2233.438 v1 194
2248.604 v1 194
2265.75 v1 194
2306.337 v1 194
2343.139 v1 194
2384.125 v1 194
2426.86 v1 194
2444.457 v1 194
1793.041 v1 194
2457.539 v1 194
1773.66 v1 194
1747.511 v1 194
1150.897 v1 194
1173.82 v1 194
1192.593 v1 194
1209.348 v1 194
1221.386 v1 194
1230.826 v1 194
1241.083 v1 194
1270.163 v1 194
1288.319 v1 194
1325.945 v1 194
1358.414 v1 194
1374.86 v1 194
1417.429 v1 194
1440.914 v1 194
1460.479 v1 194
1480.914 v1 194
1498.776 v1 194
1508.836 v1 194
1567.474 v1 194
1580.512 v1 194
1604.871 v1 194
1622.446 v1 194
1656.437 v1 194
1672.512 v1 194
1701.766 v1 194
1721.439 v1 194
1731.515 v1 194
1760.008 v1 194
2467.237 v1 194
2475.636 v1 194
2492.914 v1 194
569.971 v1 195
590.683 v1 195
608.806 v1 195
629.001 v1 195
644.913 v1 195
672.943 v1 195
710.391 v1 195
727.556 v1 195
750.625 v1 195
769.191 v1 195
790.11 v1 195
828.557 v1 195
843.72 v1 195
857.617 v1 195
872.267 v1 195
893.19 v1 195
957.793 v1 195
972.898 v1 195
1006.842 v1 195
1034.506 v1 195
1064.726 v1 195
1096.393 v1 195
1114.529 v1 195
1145.719 v1 195
1166.492 v1 195
1205.431 v1 195
1225.163 v1 195
540.734 v1 195
527.892 v1 195
516.029 v1 195
485.869 v1 195
2525.551 v1 194
2542.837 v1 194
2562.076 v1 194
2576.74 v1 194
2602.926 v1 194
2639.393 v1 194
2683.886 v1 194
2719.097 v1 194
2731.923 v1 194
2754.9 v1 194
2773.208 v1 194
2783.3 v1 194
2791.707 v1 194
1105.596 v1 194
2842.953 v1 194
2874.828 v1 194
2916.451 v1 194
2948.074 v1 194
2963.497 v1 194
2972.842 v1 194
2985.32 v1 194
2995.989 v1 194
69.197 v1 195
105.963 v1 195
146.492 v1 195
233.96 v1 195
255.393 v1 195
429.82 v1 195
2862.326 v1 194
1090.559 v1 194
1073.198 v1 194
1056.942 v1 194
1693.943 v1 193
1721.716 v1 193
1733.199 v1 193
1758.593 v1 193
1779.864 v1 193
1805.68 v1 193
1849.261 v1 193
1864.506 v1 193
1887.11 v1 193
1908.264 v1 193
1937.76 v1 193
1950.762 v1 193
1987.08 v1 193
2000.959 v1 193
2012.294 v1 193
2048.514 v1 193
2080.266 v1 193
2111.031 v1 193
2125.023 v1 193
2141.247 v1 193
2153.174 v1 193
2176.255 v1 193
2203.364 v1 193
2226.164 v1 193
2239.797 v1 193
2268.773 v1 193
2320.209 v1 193
1664.485 v1 193
1635.729 v1 193
1618.063 v1 193
1603.321 v1 193
915.327 v1 193
946.073 v1 193
959.584 v1 193
975.9 v1 193
1043.207 v1 193
1062.803 v1 193
1084.665 v1 193
1103.464 v1 193
1127.453 v1 193
1162.513 v1 193
1185.059 v1 193
1210.17 v1 193
1226.248 v1 193
2345.41 v1 193
1244.207 v1 193
1321.377 v1 193
1342.067 v1 193
1372.098 v1 193
1385.639 v1 193
1399.772 v1 193
1419.409 v1 193
1431.568 v1 193
1443.066 v1 193
1457.723 v1 193
1500.451 v1 193
1520.799 v1 193
1574.309 v1 193
1588.816 v1 193
1282.052 v1 193
2612.841 v1 199
2397.022 v1 193
2443.189 v1 193
516.894 v1 194
527.421 v1 194
538.628 v1 194
549.191 v1 194
575.415 v1 194
600.958 v1 194
624.313 v1 194
636.601 v1 194
665.847 v1 194
688.368 v1 194
711.534 v1 194
721.527 v1 194
744.513 v1 194
763.062 v1 194
776.556 v1 194
798.437 v1 194
829.797 v1 194
846.061 v1 194
863.917 v1 194
879.149 v1 194
909.739 v1 194
949.838 v1 194
960.408 v1 194
975.697 v1 194
994.676 v1 194
1018.794 v1 194
1037.911 v1 194
498.386 v1 194
359.602 v1 194
325.607 v1 194
268.21 v1 194
2456.407 v1 193
2467.016 v1 193
2478.445 v1 193
2537.329 v1 193
2567.813 v1 193
2599.325 v1 193
2615.025 v1 193
2634.869 v1 193
2650.444 v1 193
2687.87 v1 193
2727.888 v1 193
2756.575 v1 193
2778.794 v1 193
2431.892 v1 193
2788.107 v1 193
2868.281 v1 193
2895.026 v1 193
2914.542 v1 193
2942.433 v1 193
2963.392 v1 193
2977.755 v1 193
2995.775 v1 193
63.756 v1 194
77.171 v1 194
111.361 v1 194
148.482 v1 194
226.599 v1 194
243.955 v1 194
2848.595 v1 193
2645.678 v1 199
2695.639 v1 199
2726.697 v1 199
519.704 v1 205
532.622 v1 205
544.078 v1 205
562.095 v1 205
592.107 v1 205
619.302 v1 205
632.307 v1 205
644.394 v1 205
666.208 v1 205
679.654 v1 205
707.435 v1 205
723.887 v1 205
747.347 v1 205
767.197 v1 205
783.283 v1 205
819.953 v1 205
833.88 v1 205
850.911 v1 205
872.307 v1 205
896.562 v1 205
929.79 v1 205
953.729 v1 205
964.793 v1 205
979.359 v1 205
998.953 v1 205
1025.233 v1 205
1041.186 v1 205
506.507 v1 205
1056.958 v1 205
365.241 v1 205
277.554 v1 205
2398.333 v1 204
2428.478 v1 204
2442.048 v1 204
2454.652 v1 204
2469.16 v1 204
2526.899 v1 204
2566.796 v1 204
2606.161 v1 204
2645.989 v1 204
2684.733 v1 204
2713.188 v1 204
2726.515 v1 204
2759.914 v1 204
2778.74 v1 204
2850.729 v1 204
2877.181 v1 204
2908.215 v1 204
2939.291 v1 204
2955.78 v1 204
2966.394 v1 204
2985.192 v1 204
56.481 v1 205
72.232 v1 205
101.811 v1 205
147.551 v1 205
229.932 v1 205
250.905 v1 205
328.968 v1 205
1069.55 v1 205
1092.401 v1 205
1114.775 v1 205
1776.17 v1 205
1812.19 v1 205
1852.433 v1 205
1870.024 v1 205
1899.732 v1 205
1927.809 v1 205
1953.671 v1 205
1971.234 v1 205
1984.946 v1 205
1996.738 v1 205
2008.372 v1 205
2044.637 v1 205
2084.859 v1 205
2119.495 v1 205
2132.58 v1 205
2146.454 v1 205
2178.48 v1 205
2197.688 v1 205
2214.829 v1 205
2224.269 v1 205
2232.399 v1 205
2243.988 v1 205
2265.882 v1 205
2320.397 v1 205
2335.841 v1 205
2399.605 v1 205
2432.708 v1 205
1761.9 v1 205
1751.316 v1 205
1732.088 v1 205
1723.74 v1 205
1154.876 v1 205
1171.546 v1 205
1189.848 v1 205
1208.537 v1 205
1222.193 v1 205
1235.849 v1 205
1250.257 v1 205
1279.163 v1 205
1294.57 v1 205
1347.17 v1 205
1370.537 v1 205
1382.761 v1 205
1415.022 v1 205
2306.535 v1 204
1431.593 v1 205
1463.703 v1 205
1479.973 v1 205
1498.495 v1 205
1509.732 v1 205
1568.688 v1 205
1587.841 v1 205
1607.614 v1 205
1624.245 v1 205
1648.377 v1 205
1668.005 v1 205
1683.604 v1 205
1698.218 v1 205
1708.224 v1 205
1446.307 v1 205
2446.068 v1 205
2229.284 v1 204
2203.262 v1 204
2437.167 v1 203
2450.078 v1 203
2459.382 v1 203
2468.193 v1 203
2476.993 v1 203
2507.103 v1 203
2537.317 v1 203
2575.415 v1 203
2606.046 v1 203
2624.389 v1 203
2640.844 v1 203
2651.871 v1 203
2683.559 v1 203
2704.155 v1 203
2727.272 v1 203
2748.654 v1 203
2768.507 v1 203
2781.027 v1 203
2792.008 v1 203
2842.278 v1 203
2863.133 v1 203
2882.108 v1 203
2905.873 v1 203
2941.757 v1 203
2959.596 v1 203
2969.756 v1 203
2983.123 v1 203
2401.281 v1 203
2998.187 v1 203
2353.458 v1 203
2306.322 v1 203
1736.121 v1 203
1755.147 v1 203
1769.748 v1 203
1844.204 v1 203
1859.59 v1 203
1875.771 v1 203
1898.093 v1 203
1923.632 v1 203
1944.658 v1 203
1969.869 v1 203
1985.778 v1 203
1999.65 v1 203
2012.175 v1 203
2043.449 v1 203
2076.996 v1 203
2095.2 v1 203
2113.896 v1 203
2124.327 v1 203
2136.464 v1 203
2146.521 v1 203
2160.405 v1 203
2182.777 v1 203
2207.687 v1 203
2225.57 v1 203
2233.762 v1 203
2242.51 v1 203
2261.01 v1 203
2332.131 v1 203
62.514 v1 204
101.296 v1 204
135.187 v1 204
1384.635 v1 204
1412.107 v1 204
1428.03 v1 204
1447.349 v1 204
1479.976 v1 204
1504.969 v1 204
1570.272 v1 204
1603.545 v1 204
1629.414 v1 204
1668.579 v1 204
1688.075 v1 204
1706.724 v1 204
1726.862 v1 204
1754.046 v1 204
1780.874 v1 204
1853.264 v1 204
1876.554 v1 204
1909.513 v1 204
1955.504 v1 204
1981.861 v1 204
1993.119 v1 204
2005.526 v1 204
2053.34 v1 204
2094.652 v1 204
2119.054 v1 204
2143.479 v1 204
2181.33 v1 204
1369.444 v1 204
1339.103 v1 204
1284.888 v1 204
1240.036 v1 204
163.346 v1 204
233.117 v1 204
265.831 v1 204
331.331 v1 204
357.412 v1 204
477.657 v1 204
516.434 v1 204
535.641 v1 204
556.229 v1 204
596.237 v1 204
627.293 v1 204
655.838 v1 204
701.027 v1 204
2219.199 v1 204
720.058 v1 204
830.291 v1 204
862.602 v1 204
898.161 v1 204
934.639 v1 204
955.134 v1 204
965.865 v1 204
1035.872 v1 204
1058.633 v1 204
1094.396 v1 204
1152.287 v1 204
1172.841 v1 204
1202.041 v1 204
1222.605 v1 204
770.376 v1 204
2457.772 v1 205
2467.92 v1 205
2477.8 v1 205
2729.076 v1 206
2742.47 v1 206
2756.172 v1 206
2769.768 v1 206
2780.177 v1 206
2787.68 v1 206
2796.676 v1 206
2849.816 v1 206
2871.277 v1 206
2902.115 v1 206
2945.355 v1 206
2959.68 v1 206
2969.938 v1 206
2979.172 v1 206
2987.565 v1 206
2996.631 v1 206
57.131 v1 207
72.532 v1 207
90.159 v1 207
140.375 v1 207
173.45 v1 207
239.072 v1 207
262.481 v1 207
288.465 v1 207
340.163 v1 207
363.625 v1 207
483.413 v1 207
2705.919 v1 206
515.103 v1 207
2687.799 v1 206
2640.674 v1 206
2113.052 v1 206
2126.524 v1 206
2144.11 v1 206
2163.976 v1 206
2190.647 v1 206
2208.914 v1 206
2220.982 v1 206
2230.063 v1 206
2238.092 v1 206
2248.031 v1 206
2264.475 v1 206
2277.511 v1 206
2301.22 v1 206
2332.636 v1 206
2354.039 v1 206
2434.673 v1 206
2447.158 v1 206
2456.764 v1 206
2465.742 v1 206
2474.049 v1 206
2483.717 v1 206
2510.991 v1 206
2532.19 v1 206
2556.81 v1 206
2573.502 v1 206
2593.043 v1 206
2616.872 v1 206
2658.199 v1 206
526.249 v1 207
535.796 v1 207
544.238 v1 207
1061.318 v1 207
1075.054 v1 207
1089.876 v1 207
1105.552 v1 207
1125.361 v1 207
1151.981 v1 207
1167.385 v1 207
1183.864 v1 207
1200.192 v1 207
1211.222 v1 207
1220.305 v1 207
1228.295 v1 207
1236.981 v1 207
1247.218 v1 207
1265.661 v1 207
1280.429 v1 207
1293.595 v1 207
1342.105 v1 207
1373.372 v1 207
1384.807 v1 207
1412.715 v1 207
1430.543 v1 207
1441.375 v1 207
1454.414 v1 207
1468.515 v1 207
1481.788 v1 207
1493.969 v1 207
1049.762 v1 207
1037.381 v1 207
1019.967 v1 207
998.569 v1 207
554.499 v1 207
568.149 v1 207
583.214 v1 207
596.574 v1 207
614.303 v1 207
629.343 v1 207
640.803 v1 207
654.74 v1 207
667.896 v1 207
678.952 v1 207
698.735 v1 207
711.772 v1 207
721.235 v1 207
2087.13 v1 206
733.685 v1 207
764.483 v1 207
774.922 v1 207
788.804 v1 207
828.02 v1 207
841.749 v1 207
853.454 v1 207
866.261 v1 207
875.636 v1 207
905.481 v1 207
953.773 v1 207
963.451 v1 207
972.818 v1 207
982.283 v1 207
751.453 v1 207
2053.735 v1 206
2037.669 v1 206
2018.419 v1 206
498.459 v1 206
518.704 v1 206
528.582 v1 206
537.624 v1 206
546.617 v1 206
556.967 v1 206
576.613 v1 206
591.097 v1 206
606.898 v1 206
628.575 v1 206
641.23 v1 206
653.934 v1 206
669.615 v1 206
681.263 v1 206
696.14 v1 206
709.873 v1 206
719.014 v1 206
729.128 v1 206
741.227 v1 206
754.12 v1 206
769.822 v1 206
784.304 v1 206
821.387 v1 206
836.437 v1 206
850.287 v1 206
866.501 v1 206
879.023 v1 206
356.606 v1 206
331.233 v1 206
276.478 v1 206
258.861 v1 206
2504.766 v1 205
2532.184 v1 205
2563.831 v1 205
2576.635 v1 205
2603.967 v1 205
2623.201 v1 205
2643.033 v1 205
2685.69 v1 205
2717.708 v1 205
2730.232 v1 205
2752.314 v1 205
2768.631 v1 205
2779.262 v1 205
904.54 v1 206
2788.255 v1 205
2911.587 v1 205
2938.842 v1 205
2953.185 v1 205
2963.9 v1 205
2975.707 v1 205
2987.901 v1 205
2999.498 v1 205
63.824 v1 206
76.243 v1 206
98.618 v1 206
136.737 v1 206
162.878 v1 206
237.552 v1 206
2855.354 v1 205
