timestamps population node_ids
912.1030000000001 v1 0
1105.0710000000001 v1 0
1433.652 v1 0
1458.515 v1 0
2148.474 v1 0
2159.535 v1 0
2169.487 v1 0
2895.303 v1 0
2932.3590000000004 v1 0
